CSE - Plan dépenses SSCT,2020-03-04 17:00:00+01:00,2020-03-04 18:00:00+01:00,"1ère réunion du GT plan de dépenses SSCT - objectif du GT : construction d'une proposition à soumettre au reste du CSE, puis à la Direction lors de la prochaine plénière CSE (élu·e·s-Direction)",S23
Point Tableau,2018-01-23 16:00:00+01:00,2018-01-23 17:00:00+01:00,None,None
[Cooepener V2] - recette CFA016 - Génération d'un récapitulatif,2017-02-17 14:00:00+01:00,2017-02-17 15:00:00+01:00,"Bonjour,

Je vous invite à cet atelier pour recetter l'US CFA016 - Génération d'un récapitulatif.

Cordialement,

Damien.",S43
Point doc Visio jitsi,2020-04-24 10:00:00+02:00,2020-04-24 10:30:00+02:00,None,None
[Tableau] : Analyse du besoin du parcours client,2018-04-13 11:00:00+02:00,2018-04-13 12:00:00+02:00,"Mehdi, Claire, 

Voici une 1ère réunion de travail pour la construction des reporting du parcours client.

--
Emilie",Salle 32
Rejeux,2018-06-27 10:00:00+02:00,2018-06-27 11:30:00+02:00,None,Salle 42
Vérif Récap,2017-09-28 15:30:00+02:00,2017-09-28 16:30:00+02:00,None,Salle 41
Point doc NC18,2020-04-21 14:00:00+02:00,2020-04-21 14:30:00+02:00,https://visio.enercoop.org/NC18,None
Lancement séminaire RGPD,2020-05-29 14:00:00+02:00,2020-05-29 15:00:00+02:00,None,None
Réunion Branche BO,2016-12-06 11:00:00+01:00,2016-12-06 12:00:00+01:00,None,None
Réunion Branche BO,2016-12-27 11:00:00+01:00,2016-12-27 12:00:00+01:00,None,None
Réunion Branche BO,2017-03-07 11:00:00+01:00,2017-03-07 12:00:00+01:00,None,None
CSE express,2020-03-23 09:00:00+01:00,2020-03-23 09:45:00+01:00,"Pour accorder nos violons sur l'activité partielle et préparer une éventuelle réunion d'urgence avec la Direction.

--

Join Zoom Meeting
https://zoom.us/j/680266657?pwd=TzF6S0MvR2szeHVQc2lkdjdrWkxidz09

Meeting ID: 680 266 657
Password: 098903",zoom
Point Spot Pollen,2019-03-06 11:00:00+01:00,2019-03-06 12:00:00+01:00,None,None
Tableau et indicateur MDE,2018-10-09 11:15:00+02:00,2018-10-09 11:45:00+02:00,None,None
Déménagement au 4e,2019-11-15 09:30:00+01:00,2019-11-15 10:30:00+01:00,None,None
Point Data,2020-08-31 10:00:00+02:00,2020-08-31 11:00:00+02:00,None,None
EnerGlishLunch,2020-10-07 12:00:00+02:00,2020-10-07 14:00:00+02:00,None,None
REUNION CSE INTERNE,2020-06-04 13:30:00+02:00,2020-06-04 15:00:00+02:00,"- Bilan DG
- ECOFI / constitution GT

https://us02web.zoom.us/j/86459584960?pwd=TFdCQTY5Ri9UdjRpcTh6eU00ajhRdz09

Meeting ID: 864 5958 4960
Password: 123142",None
Test RGPD,2020-06-17 12:00:00+02:00,2020-06-17 12:10:00+02:00,"Les liens seront ici :
https://pad.enercoop.org/p/TEST_s%C3%A9minaire_RGPD",None
Tawashisons :),2019-06-18 13:00:00+02:00,2019-06-18 14:00:00+02:00,None,None
[DS] Point hebdo bis,2020-04-17 16:00:00+02:00,2020-04-17 16:30:00+02:00,None,None
[DS] Point hebdo bis,2020-08-07 15:30:00+02:00,2020-08-07 16:30:00+02:00,None,None
[DS] Point hebdo bis,2020-09-10 15:30:00+02:00,2020-09-10 16:00:00+02:00,None,None
[DS] Point hebdo bis,2020-09-18 16:00:00+02:00,2020-09-18 17:00:00+02:00,None,None
[DS] Point hebdo bis,2020-10-23 16:00:00+02:00,2020-10-23 16:30:00+02:00,None,None
Présentation inversée Coopener,2019-03-27 14:00:00+01:00,2019-03-27 14:30:00+01:00,Je présente des choses sur Coopener et vous me dites où j'ai faux.,pas de salle
Bienvenue Jim : présentation équipe et projets data  !,2020-09-14 15:00:00+02:00,2020-09-14 16:00:00+02:00,https://visio.enercoop.org/datateam,None
Point Tableau,2018-10-17 10:00:00+02:00,2018-10-17 12:00:00+02:00,Je reprogramme un point tableau pour aborder les points dans l'ODJ du pad: https://pad.enercoop.org/p/Tableau-MGRS,None
OFF,2019-12-11 14:00:00+01:00,2019-12-11 19:45:00+01:00,None,None
Point Mehdi / Benjamin,2020-02-06 10:30:00+01:00,2020-02-06 11:00:00+01:00,"Hello Mehdi,

Pour que nous fassions le point ensemble sur les 2 jours avec nous, je te crée cette alerte agenda :)",Bureau Benjamin
Point suite au séminaire pôle numérique,2017-10-18 16:00:00+02:00,2017-10-18 17:30:00+02:00,"Bonjour à tous,

Suite au séminaire avec Olivier Pastor, je vous propose de faire le point sur les enjeux du pôle numérique et la gouvernance partagée. L'objectif de cette réunion est de vous présenter un nouveau cadre  nous permettant de répondre collectivement aux différentes enjeux identifiés.

Bonne journée à tous,

Gabriel",None
CSE - Consultation déménagement 5ème étage,2020-10-26 11:00:00+01:00,2020-10-26 12:00:00+01:00,"Pole pole vous invite à une réunion Zoom planifiée.

Sujet : Ma réunion
Heure : 26 oct. 2020 11:00 AM Paris

Participer à la réunion Zoom
https://us02web.zoom.us/j/86314921994?pwd=ZE1lKzlMOFI4MUphMmhqM3NMbG40UT09

ID de réunion : 863 1492 1994
Code secret : 807558
Une seule touche sur l’appareil mobile
+16699006833,,86314921994# États-Unis d’Amérique (San Jose)
+19292056099,,86314921994# États-Unis d’Amérique (New York)

Composez un numéro en fonction de votre emplacement
        +1 669 900 6833 États-Unis d’Amérique (San Jose)
        +1 929 205 6099 États-Unis d’Amérique (New York)
        +1 253 215 8782 États-Unis d’Amérique (Tacoma)
        +1 301 715 8592 États-Unis d’Amérique (Germantown)
        +1 312 626 6799 États-Unis d’Amérique (Chicago)
        +1 346 248 7799 États-Unis d’Amérique (Houston)
        +33 1 7037 9729 France
        +33 1 7095 0103 France
        +33 1 7095 0350 France
        +33 1 8699 5831 France
        +33 1 7037 2246 France
ID de réunion : 863 1492 1994
Trouvez votre numéro local : https://us02web.zoom.us/u/kdqv9i4WP6",None
Point transfo num Mehdi/Paola,2019-07-17 15:00:00+02:00,2019-07-17 15:30:00+02:00,None,None
Cercle Rémunération - Salariés,2019-10-22 12:30:00+02:00,2019-10-22 13:30:00+02:00,None,21 - Gaïa
Point Tarifs Pracdis,2017-07-04 15:00:00+02:00,2017-07-04 16:00:00+02:00,None,None
Réunion BO,2017-09-07 13:00:00+02:00,2017-09-07 15:00:00+02:00,"Bonjour à tous,

J'organise cette réunion avec vous afin que nous puissions échanger autour des enjeux des prochains mois avec la migration Coopener V2 et surtout la l'état des réflexions autour de la nouvelle organisation du BO.

Je m'excuse par avance de l'horaire de la réunion mais entre les formations Coopener V2 planifiées en septembre et mon agenda, il était pas possible de trouver un autre horaire. 

Gabriel",None
Formation TURPE 5 - BO,2017-09-11 15:00:00+02:00,2017-09-11 17:00:00+02:00,None,None
Election Cercle Remunération,2019-11-07 11:00:00+01:00,2019-11-07 12:30:00+01:00,None,Foyer
Déjeuner Kevin (énergie solidaire),2017-11-08 12:30:00+01:00,2017-11-08 13:30:00+01:00,None,Marmites
MSE,2018-11-06 17:00:00+01:00,2018-11-06 18:00:00+01:00,None,None
Réunion pôle num,2019-10-09 09:30:00+02:00,2019-10-09 12:00:00+02:00,None,None
COVID-19 - Suivi Situation Hebdo CSE,2020-04-09 14:00:00+02:00,2020-04-09 15:00:00+02:00,"Bonjour à toutes et tous,

Comme convenu, je vous propose d'effectuer notre point de suivi hebdomadaire ce jeudi 9 avril à 14h.
Vous trouverez ci-dessous le lien pour la salle Zoom à cet effet.

Merci d'avance et à bientôt,
Meriem

Pole pole vous invite à une réunion Zoom planifiée.

Sujet : COVID-19 - Suivi Situation Hebdo
Heure : 9 avr. 2020 02:00 PM Paris

Participer à la réunion Zoom
https://zoom.us/j/641274360?pwd=dHJ6UFo5NWk3T3huRFlFV3FLU0hrQT09

ID de réunion : 641 274 360
Mot de passe : 701484

Une seule touche sur l’appareil mobile
+13462487799,,641274360# États-Unis d’Amérique (Houston)
+16699006833,,641274360# États-Unis d’Amérique (San Jose)

Composez un numéro en fonction de votre emplacement
        +1 346 248 7799 États-Unis d’Amérique (Houston)
        +1 669 900 6833 États-Unis d’Amérique (San Jose)
        +1 253 215 8782 États-Unis d’Amérique
        +1 301 715 8592 États-Unis d’Amérique
        +1 312 626 6799 États-Unis d’Amérique (Chicago)
        +1 929 205 6099 États-Unis d’Amérique (New York)
ID de réunion : 641 274 360
Trouvez votre numéro local : https://zoom.us/u/acOlGw3Tlw",None
Travail pour le CSE,2020-08-26 14:00:00+02:00,2020-08-26 18:15:00+02:00,None,None
Point export périmètre,2018-03-05 16:00:00+01:00,2018-03-05 16:30:00+01:00,"Hello Mehdi,

Je pense qu'il serait bien qu'on fasse un point sur l'export périmètre, pour que je puisse t'exposer la logique des vues et de l'export final.
A dispo pour convenir d'un autre créneau qui te convienne mieux.

Bonne journée!",None
Ticket restaurant,2018-12-04 11:15:00+01:00,2018-12-04 12:15:00+01:00,None,None
Point DataETL/Github,2019-07-19 10:00:00+02:00,2019-07-19 11:00:00+02:00,"Ordre du jour de la réunion :
https://pad.enercoop.org/p/Point_Data_ETL


1 )  #224  ce qu'il faudra ajouter sur dataETL
2)  #4 Pull request
3) Création du ticket pour le transfert des script BCK
4) Transfert de connaissance sur la gstion de dataETL",None
test-visio,2020-01-30 11:15:00+01:00,2020-01-30 11:25:00+01:00,Réunion de test,None
dej team nego,2019-01-15 12:45:00+01:00,2019-01-15 14:00:00+01:00,pour derniers ajustements avant réu,None
dejnego,2019-02-12 12:30:00+01:00,2019-02-12 14:00:00+01:00,None,None
Coopener V2 - Formation Socle de base (suite),2017-09-06 09:30:00+02:00,2017-09-06 17:30:00+02:00,"Bonjour à tous,

Vous trouverez ci-dessous l'invitation pour la formation au socle de base de l'outil Coopener V2. Au programme :
* Modèle de données
* Processus de facturation
* Cycle de vie d'un client
* Processus de recouvrement
* Prise en main

Je reste à disposition si besoin,
Bonne journée,
Adèle Roy",Salle 33 Hélios
Formation visio,2020-03-05 15:00:00+01:00,2020-03-05 16:00:00+01:00,None,None
Présentation charte #2,2020-09-16 14:00:00+02:00,2020-09-16 15:00:00+02:00,"Bonjour à tou-te-s,

Vous avez répondu favorablement au coople pour la présentation de la charte à ce créneau là. Je vous fais donc une invitation agenda en guise de rappel ;-)

La présentation sera en visio : https://visio.enercoop.org/presentation-charte-info

Belle journée,

Benjamin pour l'admin sys",None
Formation champ des possibles,2020-06-25 09:30:00+02:00,2020-06-26 17:00:00+02:00,None,None
rédaction des PV,2020-06-16 09:30:00+02:00,2020-06-16 10:00:00+02:00,https://visio.enercoop.org/cse,sur Jitsi
Absent,2017-07-13,2017-07-14,None,None
Présentation GIE,2017-07-19 16:30:00+02:00,2017-07-19 17:30:00+02:00,"Bonjour à tous,

Je vous propose de vous présenter le nouvel outil de facturation: les changements et les gains attendus pour le BO, pour l'ensemble d'Enercoop et pour les clients.

Bonne journée,

Bruna",S21 Gaia
bruno,2018-10-24 18:00:00+02:00,2018-10-24 19:30:00+02:00,None,None
Tableau - flux enedis Sinapse,2018-06-13 14:00:00+02:00,2018-06-13 15:00:00+02:00,None,None
Point SI / Transfo Num,2020-02-26 11:00:00+01:00,2020-02-26 12:00:00+01:00,None,None
Point hebdo Tableau décalé,2018-05-24 17:00:00+02:00,2018-05-24 18:00:00+02:00,"Bonjour,
Je serai absente le 25 mai donc je propose de décaler le point hebdomadaire à cet horaire si cela vous convient. Merci !",None
Cercle de rémunération,2020-10-22 16:00:00+02:00,2020-10-22 17:30:00+02:00,"Bonjour,

Je confirme la réponse de Maxime, et comme expliqué dans mon mail précédent adressé à tout le cercle et ses invités (lundi), nous avons fait une demande auprès des admin sys pour refaire l'invitation pour la réunion hebdomadaire du cercle de rémunération.

La balle est du côté des admin sys, mais en attendant voici l'invitation pour aujourd'hui.

Maëlle",None
Travail pour le CSE,2020-09-28 11:00:00+02:00,2020-09-28 12:45:00+02:00,None,None
réunion CSE avec les salarié·e·s,2020-05-20 11:00:00+02:00,2020-05-20 12:30:00+02:00,ID de réunion : 870 3171 4781 / Mot de passe : 740497,None
Travail pour le CSE,2020-09-28 14:00:00+02:00,2020-09-28 16:30:00+02:00,None,None
CSE : préparation de la réunion avec les salarié·e·s,2020-04-09 09:00:00+02:00,2020-04-09 09:30:00+02:00,"ID de réunion : 256 735 272
Mot de passe : 299935",zoom
travail sur rescoop,2018-10-17 15:45:00+02:00,2018-10-17 19:00:00+02:00,travail sur rescoop,None
Réunion Cercle Rémunération,2020-10-22 16:00:00+02:00,2020-10-22 17:30:00+02:00,None,Hélios
réunion CSE avec les salarié·e·s,2020-04-09 11:00:00+02:00,2020-04-09 12:00:00+02:00,"ID de réunion : 256 735 272
Mot de passe : 299935",None
Présentation charte #1,2020-09-15 11:00:00+02:00,2020-09-15 12:00:00+02:00,"Bonjour à tou-te-s,

Vous avez répondu favorablement au coople pour la présentation de la charte à ce créneau là. Je vous fais donc une invitation agenda en guise de rappel ;-)

La présentation sera en visio : https://visio.enercoop.org/presentation-charte-info

Belle journée,

Benjamin pour l'admin sys",None
Réunion hebdo tableau décalée,2019-05-03 16:30:00+02:00,2019-05-03 17:00:00+02:00,None,None
réunion Linky - présentation du nouvel avis EN,2018-08-29 14:00:00+02:00,2018-08-29 15:30:00+02:00,"présentation de la note suivante :
https://clood.enercoop.org/index.php/s/ViogVQgIcUTpdN3",Gaia
Petit dej arrivée de Cyrille,2018-07-26 09:30:00+02:00,2018-07-26 10:10:00+02:00,"Hello Pôle Num,

Cyrille nous a rejoint à l'Admin Sys en début de mois, voilà plus de deux semaines maintenant :) Afin de mieux faire connaissance au sein même de son pôle, l'admin sys vous invite à un (super évidemment) petit déjeuner le jeudi 26 juillet à 09h30 dans notre bureau.

N'hésitez pas à amener un petit truc à boire ou à manger et à partager, :)

Bonne journée,

L'admin Sys",Bureau Admin Sys
OFF,2019-04-05,2019-04-06,None,None
Présentation charte #3,2020-09-23 10:00:00+02:00,2020-09-23 11:00:00+02:00,"Bonjour à tou-te-s,

Vous avez répondu favorablement au coople pour la présentation de la charte à ce créneau là. Je vous fais donc une invitation agenda en guise de rappel ;-)

La présentation sera en visio : https://visio.enercoop.org/presentation-charte-info

Belle journée,

Benjamin pour l'admin sys",None
Point périmètre,2019-10-09 15:00:00+02:00,2019-10-09 16:00:00+02:00,None,None
Présentation charte #4,2020-09-25 14:00:00+02:00,2020-09-25 15:00:00+02:00,"Bonjour à tou-te-s,

Vous avez répondu favorablement au coople pour la présentation de la charte à ce créneau là. Je vous fais donc une invitation agenda en guise de rappel ;-)

La présentation sera en visio : https://visio.enercoop.org/presentation-charte-info

Belle journée,

Benjamin pour l'admin sys",None
Réponse Questionnaire 5ème étage/Redéploiement des Equipes,2020-03-05 09:30:00+01:00,2020-03-05 10:30:00+01:00,None,None
Plénière CSE,2019-11-05 10:30:00+01:00,2019-11-05 12:00:00+01:00,Déroulé des élections professionnelles,None
Dej Watt'walkers,2019-07-25 12:30:00+02:00,2019-07-25 14:00:00+02:00,None,None
dej atelier données de conso ?,2019-04-12 12:15:00+02:00,2019-04-12 13:30:00+02:00,None,None
Cercle Rémunération,2020-11-26 16:00:00+01:00,2020-11-26 17:30:00+01:00,None,Hélios
Réunion Data team,2019-12-13 10:00:00+01:00,2019-12-13 11:30:00+01:00,None,https://visio.enercoop.org/TeamData
Réunion Data team,2019-12-13 10:00:00+01:00,2019-12-13 11:30:00+01:00,None,None
Réunion Data team,2020-02-14 14:00:00+01:00,2020-02-14 15:30:00+01:00,None,None
Réunion Data team,2020-01-10 10:00:00+01:00,2020-01-10 11:30:00+01:00,None,None
Réunion Data team,2020-03-06 10:00:00+01:00,2020-03-06 11:30:00+01:00,None,Bureau Florent
Réunion Data team,2020-04-03 16:00:00+02:00,2020-04-03 17:30:00+02:00,"Participer à la réunion Zoom
https://zoom.us/j/580345234?pwd=ZkpWSFoxdjIyQ0Z2NDI3SkVBTkp4UT09

ID de réunion : 580 345 234
Mot de passe : 9uGTiKy26!",None
Réunion Data team,2020-05-05 14:00:00+02:00,2020-05-05 15:30:00+02:00,None,None
Réunion Data team,2020-06-11 14:00:00+02:00,2020-06-11 15:30:00+02:00,None,None
Réunion Data team,2020-06-26 10:00:00+02:00,2020-06-26 11:30:00+02:00,"https://us02web.zoom.us/j/88665023121
    ID de réunion : 886 6502 3121
    Mot de passe : 463571

PAD : https://pad.enercoop.org/p/Data_Team",https://us02web.zoom.us/j/88665023121
Réunion Data team,2020-07-31 10:30:00+02:00,2020-07-31 12:00:00+02:00,None,None
Réunion Data team,2020-08-21 10:00:00+02:00,2020-08-21 11:30:00+02:00,None,https://visio.enercoop.org/TeamData
Réunion Data team,2020-10-16 10:00:00+02:00,2020-10-16 11:30:00+02:00,None,https://visio.enercoop.org/TeamData
Formation Graphique,2019-03-06 15:00:00+01:00,2019-03-06 16:00:00+01:00,None,Salle Gaïa
Aide MSE,2019-04-23 17:00:00+02:00,2019-04-23 18:00:00+02:00,None,None
Orga Tableau,2018-12-11 11:30:00+01:00,2018-12-11 12:00:00+01:00,None,None
Chèques Vacances,2019-07-11 14:00:00+02:00,2019-07-11 16:00:00+02:00,None,Salle DUP
CSE / créneau pour remplacer le créneau du 1er juillet matin (qui est lui même remplace par une réu DIRCSE),2020-06-30 11:00:00+02:00,2020-06-30 13:00:00+02:00,None,None
OFF,2020-02-03 14:00:00+01:00,2020-02-03 18:30:00+01:00,None,None
Point questions Mehdi sur doc NC18,2020-05-14 10:00:00+02:00,2020-05-14 10:30:00+02:00,None,None
Point Tableau Serveur,2018-09-26 09:00:00+02:00,2018-09-26 09:30:00+02:00,"Hello,
Je propose qu'on fasse un rapide point ensemble avec pour focus le test de tableau Serveur.",None
Orga Tableau Serveur 2,2018-10-23 14:00:00+02:00,2018-10-23 15:30:00+02:00,None,None
Point Mehdi,2017-06-28 17:30:00+02:00,2017-06-28 18:00:00+02:00,None,S44
Tableau-présentation et organisation des données,2018-03-15 14:00:00+01:00,2018-03-15 15:00:00+01:00,Je mets une option sur ce créneau avec possibilité que je l'annule si je vois que c'est trop anticipé mais l'idée serait que Mehdi et moi vous présentions Tableau dans les grandes lignes et que nous réfléchissions ensemble à l'organisation des données/indicateurs.,None
Réunion de travail rémunération,2018-10-25 15:00:00+02:00,2018-10-25 16:00:00+02:00,Commencer à penser les enjeux de la négociation rému,Salle DUP 2ème etage
Déjeuner célébration - extraction données REScoopPlus,2018-12-07 12:45:00+01:00,2018-12-07 14:00:00+01:00,"J'espère que ça vous va comme créneau ?
Cf. mon mail

DÉJEUNER POUR CÉLÉBRER NOTRE COLLABORATION TEMPORAIRE MAIS FRUCTUEUSE SUR CET EXTRACT",À déterminer
réunion CSE avec les salarié·e·s,2020-04-22 11:00:00+02:00,2020-04-22 12:00:00+02:00,"ID de réunion : 256 735 272
Mot de passe : 299935


https://zoom.us/j/256735272?pwd=OU5aZC9KaWZ2Z3JiYkd1VzYzd3NmZz09",None
Point hebdo Tableau,2019-01-03 14:00:00+01:00,2019-01-03 15:00:00+01:00,None,None
Déj Cercle Rému,2020-02-13 12:30:00+01:00,2020-02-13 14:00:00+01:00,On se fait un dej du Cercle au PBC ?,PBC
AG:Récupération à Loca Images,2018-06-15 15:00:00+02:00,2018-06-15 16:00:00+02:00,None,173 RUE DU FG POISSONNIERE
Congé,2019-02-19,2019-02-21,None,None
Chiffres et données MDE,2017-10-04 14:00:00+02:00,2017-10-04 14:30:00+02:00,None,None
Dr Watt 2/2,2016-11-11 10:00:00+01:00,2016-11-11 12:00:00+01:00,"Formation à l'électricité spécifique :
- Formation à l'outil web Dr Watt
- Prêt d'un wattmètre et auto-diagnostic
- Point sur l'expérience, questions-réponses et bonnes pratiques révélées et lancées",S33 Hélios [35p Est]
Point étape Explore,2019-08-30 11:00:00+02:00,2019-08-30 12:00:00+02:00,None,None
La Criée,2017-09-14 12:30:00+02:00,2017-09-14 14:00:00+02:00,None,None
Formation Pentaho,2016-10-17 16:00:00+02:00,2016-10-17 18:00:00+02:00,None,None
Séminaire de gouvernance,2017-07-28 10:00:00+02:00,2017-07-28 12:00:00+02:00,Tu,None
[CSE] Veille RPS,2020-03-16 10:00:00+01:00,2020-03-16 11:30:00+01:00,None,None
Atelier mémoire et récapitulatif,2016-11-21 14:30:00+01:00,2016-11-21 16:00:00+01:00,"* Désolée du changement. J'ai déplacé l'atelier à une date vide sur l'agenda de tous*  
-----------------------------------------------------------------------------------------------

Bonjour, 

Les différent atelier réalisés sur le sujet ont abouti à différents besoins pour les différents services.

Je vous invite à ce point pour discuter et éclaircir  les besoins/contraintes des services concernant les mémoires et les récapitulatifs.

Bonne journée,

Bruna",S41
#installLinux,2018-12-17 12:30:00+01:00,2018-12-17 13:30:00+01:00,None,None
Formation Equipiers de 1ere intervention,2017-04-19 09:00:00+02:00,2017-04-19 13:00:00+02:00,"Hello tout le monde,

Merci de bien vouloir bloquer cette matinée pour la formation equipiers de première intervention, qui aura lieu sur une plage de 1h30 (il y aura 2 sessions de 8 personnes à chaque fois). 
Cette formation vous apprendra à manipuler les extincteurs ...ça peut servir :)
plus d'infos sur les horaires à venir,

merci!
claire",Gaia
Négociation Rémunération - Séance 1,2019-01-15 16:00:00+01:00,2019-01-15 18:00:00+01:00,None,None
[Cnam] -  Cours,2020-11-24 17:45:00+01:00,2020-11-24 22:00:00+01:00,None,None
Point tableau,2018-01-31 08:45:00+01:00,2018-01-31 10:45:00+01:00,None,None
Point Tableau pôle Energie,2018-06-21 17:00:00+02:00,2018-06-21 17:45:00+02:00,"Bonjour à tous,

Je vous propose ci-dessous un point pour échanger sur le niveau d'avancement du déploiement de tableau au sein du pôle Energie.

L'objectif est de faire un bilan et surtout de projeter les prochaines étapes et les besoins.

Merci d'avance,

Gabriel",None
Apéro PôleNum,2019-03-13 18:00:00+01:00,2019-03-13 19:30:00+01:00,"On a plein de choses à fêter !
- Un lancement de devis réussi au devweb
- La fin de la période d'essai d'Eric (devweb)
- La fin de la période d'essai d'Aimée (coopener)
- La fin de la période d'essai de Paul (adminsys)
- L'arrivée de Florent",None
Point Tableau,2018-10-02 15:00:00+02:00,2018-10-02 15:30:00+02:00,None,None
Rescoop,2018-10-19 08:30:00+02:00,2018-10-19 13:00:00+02:00,None,None
Entretien annuel Mehdi,2020-07-28 10:00:00+02:00,2020-07-28 12:00:00+02:00,None,None
Mini formation - gestion de Tableau,2018-10-29 16:00:00+01:00,2018-10-29 17:00:00+01:00,None,None
Point Tableau,2018-10-02 15:30:00+02:00,2018-10-02 17:00:00+02:00,J'ai prévu un point d'une heure et demi pour que tu puisses me parler de la migration et que moi je puisses de parler de flux!,None
Tableau demain ?,2018-11-07 14:00:00+01:00,2018-11-07 15:00:00+01:00,"Bonjour à tou.te.s,

Afin de déterminer le plan d'action sur Tableau, déterminer les coûts/avantages à internaliser ou non la solution, déterminer un calendrier d'actions et cadrer / partager un peu les choses et les enjeux, je vous invite à en parler autour d'une réunion.

Bonne semaine,

Benjamin",None
Reunion de cadrage - NEXITY OVALIE,2017-05-05 14:00:00+02:00,2017-05-05 15:00:00+02:00,"Bonjour Mehdi et Bruno,

Je fais suite à la discussion que j'ai eu ce matin avec Mehdi concernant le problème de règlement sur les contrats NEXITY.

Suite à nos derniers échanges en janvier dernier, j'avais demandé que ces contrats puissent être repris afin d'y ajouter des informations précisant les n° d'appartement auxquels les différents contrats appartenaient afin de permettre le paiement des factures.

Il semblerait que les modifications apportées aient été effectuées en dehors du logiciel de facturation, ce qui génère les mêmes problèmes de règlement sur les factures suivantes des contrats non résiliés.

D'autre part, Florence a, semble t-il, affecté des règlements de factures sur d'autres factures que celles désignées par NEXITY. Cela se cumule aux autres problèmes car aujourd'hui nous recevons des règlements de factures déjà soldées et ne savons pas comment les affecter.

Je préconise d'annuler les règlements affectés, de noter les références de chèque en amont, d'ajouter les références demandés par NEXITY aux contrats actifs, et de ressaisiçr les règlements correctement. Peut être existe il une solution plus simple ?


Le mieux serait d'en discuter ensemble afin de trouver la solution la plus adaptée...
Merci 
Vanessa",S32
Orga Tableau Serveur 1,2018-10-22 14:00:00+02:00,2018-10-22 15:00:00+02:00,None,None
point tâche périmètre,2019-08-22 14:00:00+02:00,2019-08-22 15:00:00+02:00,Point sur les tickets #257 et #262,None
rencontre,2016-08-23 18:00:00+02:00,2016-08-23 19:30:00+02:00,None,None
Webinaire Blockchain,2018-12-07 11:30:00+01:00,2018-12-07 13:00:00+01:00,"Salut à toutes et tous,
En bien ou en mal, mais toujours avec passion on parle de plus en plus de blockchain. Comment ça marche ? Qu'est-ce que ça apporte ? Quelles sont ses limites ? Quel rapport avec l'énergie ?
Nous aurons la chance d'avoir une présentation par Mickaël Gaborit, spécialiste Blockchain chez Accenture et par ailleurs engagé (il fait de l'accompagnement pro bono pour Enercoop :) )
N'hésitez pas à forwarder l'info !
Adrien",None
Questions-Réponses / Plénière Rému,2020-05-29 09:30:00+02:00,2020-05-29 11:00:00+02:00,"Bonjour à tous

Jeudi et vendredi (28-29) nous proposerons 2 sessions questions-réponses suite aux vidéos de la plénière Rému. 

Nous ajouterons plus tard les accès visio et les communiquerons à tout le monde.

++

Estelle, pour le Cercle de Rému",None
tableau de bord,2020-10-23 12:00:00+02:00,2020-10-23 12:30:00+02:00,None,None
Point RH - Retours Projet Formation,2020-07-21 10:30:00+02:00,2020-07-21 11:30:00+02:00,"Pole pole vous invite à une réunion Zoom planifiée.

Sujet : Réunion RH
Heure : 21 juil. 2020 10:30 AM Paris

Participer à la réunion Zoom
https://us02web.zoom.us/j/89266597698

ID de réunion : 892 6659 7698
Une seule touche sur l’appareil mobile
+12532158782,,89266597698# États-Unis d’Amérique (Tacoma)
+13462487799,,89266597698# États-Unis d’Amérique (Houston)

Composez un numéro en fonction de votre emplacement
        +1 253 215 8782 États-Unis d’Amérique (Tacoma)
        +1 346 248 7799 États-Unis d’Amérique (Houston)
        +1 669 900 6833 États-Unis d’Amérique (San Jose)
        +1 301 715 8592 États-Unis d’Amérique (Germantown)
        +1 312 626 6799 États-Unis d’Amérique (Chicago)
        +1 929 205 6099 États-Unis d’Amérique (New York)
ID de réunion : 892 6659 7698
Trouvez votre numéro local : https://us02web.zoom.us/u/keqFvKqhRE",None
Point Admin Sys Transfo Num,2020-01-08 11:00:00+01:00,2020-01-08 12:00:00+01:00,https://pad.enercoop.org/p/adminsys_transfonum_mg,None
Point Admin Sys Transfo Num,2020-02-12 11:00:00+01:00,2020-02-12 12:00:00+01:00,https://pad.enercoop.org/p/adminsys_transfonum_mg,None
Point Admin Sys Transfo Num,2020-02-05 11:00:00+01:00,2020-02-05 12:00:00+01:00,https://pad.enercoop.org/p/adminsys_transfonum_mg,None
Point Admin Sys Transfo Num,2020-01-29 11:00:00+01:00,2020-01-29 12:00:00+01:00,https://pad.enercoop.org/p/adminsys_transfonum_mg,None
Rdv Médical,2020-06-16 12:30:00+02:00,2020-06-16 13:30:00+02:00,None,None
Point Tableau / Collectivités,2018-04-25 17:00:00+02:00,2018-04-25 18:00:00+02:00,None,None
point Sociocratie BO.,2018-04-10 14:00:00+02:00,2018-04-10 14:30:00+02:00,None,None
Dej Elo,2019-11-20 12:30:00+01:00,2019-11-20 14:00:00+01:00,None,None
Organisation temps Mehdi PN,2019-12-12 10:00:00+01:00,2019-12-12 11:00:00+01:00,None,None
DUP Mensuelle,2019-01-15 11:00:00+01:00,2019-01-15 12:00:00+01:00,None,Foyer
déjeuner,2018-02-14 12:30:00+01:00,2018-02-14 13:30:00+01:00,None,None
Réu pilotage Mérignac - Aquitaine,2017-03-23 15:30:00+01:00,2017-03-23 16:30:00+01:00,None,None
Négociation Rémunération - Séance 3,2019-02-12 16:00:00+01:00,2019-02-12 18:00:00+01:00,None,None
Réu hebdo Tableau décalée,2018-05-15 09:30:00+02:00,2018-05-15 10:30:00+02:00,None,None
